-117.4	1
-116.1	1
-115.8	1
-114.7	1
-114.3	1
-113.8	1
-113.4	2
-113.1	3
-112.9	3
-112.5	1
-112.4	1
-112.2	2
-112.0	1
-111.8	1
-111.5	1
-111.3	1
-111.1	1
-110.9	1
-110.2	2
-110.0	1
-109.8	3
-109.5	2
-109.3	3
-109.1	2
-108.9	2
-108.8	3
-108.6	1
-108.4	3
-108.0	2
-107.9	5
-107.7	1
-107.5	3
-107.3	2
-107.1	5
-107.0	2
-106.8	1
-106.6	4
-106.4	1
-106.2	5
-106.1	3
-105.9	5
-105.7	4
-105.5	2
-105.3	2
-105.2	4
-105.0	9
-104.8	16
-104.6	4
-104.4	5
-104.3	5
-104.1	7
-103.9	11
-103.7	4
-103.5	3
-103.4	7
-103.2	8
-103.0	14
-102.8	6
-102.6	8
-102.5	8
-102.3	10
-102.1	24
-101.9	8
-101.7	11
-101.6	11
-101.4	10
-101.2	22
-101.0	6
-100.8	11
-100.7	11
-100.5	21
-100.3	16
-100.1	15
-99.9	11
-99.8	15
-99.6	12
-99.4	19
-99.2	11
-99.0	19
-98.9	9
-98.7	12
-98.5	16
-98.3	19
-98.1	13
-98.0	23
-97.8	16
-97.6	29
-97.4	17
-97.2	18
-97.1	16
-96.9	19
-96.7	23
-96.5	22
-96.3	13
-96.2	17
-96.0	30
-95.8	29
-95.6	16
-95.4	28
-95.3	16
-95.1	36
-94.9	24
-94.7	32
-94.5	28
-94.4	15
-94.2	34
-94.0	69
-93.8	26
-93.6	31
-93.5	21
-93.3	24
-93.1	35
-92.9	71
-92.7	25
-92.6	38
-92.4	29
-92.2	52
-92.0	39
-91.8	45
-91.7	18
-91.5	50
-91.3	35
-91.1	40
-90.9	62
-90.8	24
-90.6	38
-90.4	67
-90.2	40
-90.0	56
-89.9	26
-89.7	53
-89.5	40
-89.3	53
-89.1	44
-89.0	50
-88.8	45
-88.6	101
-88.4	36
-88.2	46
-88.1	39
-87.9	64
-87.7	52
-87.5	74
-87.3	48
-87.2	41
-87.0	93
-86.8	101
-86.6	77
-86.4	46
-86.3	23
-86.1	102
-85.9	95
-85.7	70
-85.5	95
-85.4	39
-85.2	37
-85.0	140
-84.8	86
-84.6	82
-84.5	50
-84.3	93
-84.1	46
-83.9	141
-83.7	70
-83.6	87
-83.4	88
-83.2	107
-83.0	132
-82.8	112
-82.7	31
-82.5	96
-82.3	106
-82.1	45
-81.9	135
-81.8	36
-81.6	117
-81.4	124
-81.2	82
-81.0	123
-80.9	45
-80.7	106
-80.5	147
-80.3	82
-80.1	102
-80.0	129
-79.8	75
-79.6	215
-79.4	82
-79.2	88
-79.1	101
-78.9	99
-78.7	101
-78.5	131
-78.3	87
-78.2	48
-78.0	178
-77.8	130
-77.6	105
-77.4	179
-77.3	23
-77.1	158
-76.9	160
-76.7	54
-76.5	138
-76.4	54
-76.2	108
-76.0	224
-75.8	183
-75.6	67
-75.5	83
-75.3	115
-75.1	104
-74.9	227
-74.7	88
-74.6	137
-74.4	117
-74.2	193
-74.0	208
-73.8	179
-73.7	57
-73.5	102
-73.3	124
-73.1	146
-72.9	184
-72.8	76
-72.6	233
-72.4	161
-72.2	108
-72.0	248
-71.9	62
-71.7	173
-71.5	228
-71.3	83
-71.1	125
-71.0	259
-70.8	144
-70.6	320
-70.4	136
-70.2	144
-70.1	142
-69.9	155
-69.7	137
-69.5	240
-69.3	59
-69.2	66
-69.0	345
-68.8	310
-68.6	235
-68.4	185
-68.3	47
-68.1	161
-67.9	198
-67.7	152
-67.5	217
-67.4	97
-67.2	210
-67.0	444
-66.8	177
-66.6	177
-66.5	126
-66.3	164
-66.1	174
-65.9	272
-65.7	126
-65.6	189
-65.4	182
-65.2	386
-65.0	372
-64.8	192
-64.7	116
-64.5	305
-64.3	185
-64.1	217
-63.9	213
-63.8	111
-63.6	270
-63.4	403
-63.2	193
-63.0	536
-62.9	105
-62.7	144
-62.5	264
-62.3	227
-62.1	158
-62.0	694
-61.8	179
-61.6	535
-61.4	217
-61.2	227
-61.1	174
-60.9	332
-60.7	129
-60.5	374
-60.3	210
-60.2	156
-60.0	857
-59.8	599
-59.6	290
-59.4	237
-59.3	152
-59.1	314
-58.9	291
-58.7	296
-58.5	295
-58.4	201
-58.2	267
-58.0	1753
-57.8	260
-57.6	271
-57.5	246
-57.3	309
-57.1	296
-56.9	398
-56.7	265
-56.6	349
-56.4	167
-56.2	750
-56.0	1172
-55.8	302
-55.7	207
-55.5	440
-55.3	248
-55.1	316
-54.9	374
-54.8	269
-54.6	478
-54.4	1021
-54.2	282
-54.0	1696
-53.9	289
-53.7	389
-53.5	452
-53.3	336
-53.1	324
-53.0	1794
-52.8	383
-52.6	1248
-52.4	430
-52.2	270
-52.1	385
-51.9	426
-51.7	452
-51.5	508
-51.3	363
-51.2	376
-51.0	2384
-50.8	1680
-50.6	573
-50.4	432
-50.3	375
-50.1	653
-49.9	411
-49.7	444
-49.5	507
-49.4	405
-49.2	439
-49.0	4105
-48.8	532
-48.6	601
-48.5	368
-48.3	455
-48.1	564
-47.9	586
-47.7	461
-47.6	617
-47.4	568
-47.2	2784
-47.0	3490
-46.8	529
-46.7	509
-46.5	757
-46.3	593
-46.1	584
-45.9	721
-45.8	583
-45.6	662
-45.4	3094
-45.2	574
-45.0	3552
-44.9	627
-44.7	693
-44.5	855
-44.3	662
-44.1	645
-44.0	4775
-43.8	840
-43.6	4558
-43.4	680
-43.2	741
-43.1	941
-42.9	874
-42.7	835
-42.5	819
-42.3	677
-42.2	749
-42.0	4753
-41.8	4872
-41.6	1043
-41.4	705
-41.3	739
-41.1	1288
-40.9	1016
-40.7	846
-40.5	1073
-40.4	819
-40.2	900
-40.0	12704
-39.8	961
-39.6	1283
-39.5	745
-39.3	763
-39.1	1018
-38.9	1350
-38.7	965
-38.6	1170
-38.4	1016
-38.2	6647
-38.0	6117
-37.8	1134
-37.7	923
-37.5	1441
-37.3	1150
-37.1	1062
-36.9	1575
-36.8	1139
-36.6	1462
-36.4	9117
-36.2	1037
-36.0	8161
-35.9	1170
-35.7	1191
-35.5	1731
-35.3	1319
-35.1	1101
-35.0	7852
-34.8	1530
-34.6	10517
-34.4	1291
-34.2	1358
-34.1	1956
-33.9	1696
-33.7	1529
-33.5	1807
-33.3	1214
-33.2	1352
-33.0	10129
-32.8	11598
-32.6	1747
-32.4	1399
-32.3	1237
-32.1	2665
-31.9	1840
-31.7	1625
-31.5	1929
-31.4	1507
-31.2	1526
-31.0	22081
-30.8	1667
-30.6	2272
-30.5	1453
-30.3	1758
-30.1	2035
-29.9	3328
-29.7	1892
-29.6	2526
-29.4	1787
-29.2	17048
-29.0	13761
-28.8	2343
-28.7	2365
-28.5	1879
-28.3	2224
-28.1	2207
-27.9	3406
-27.8	2476
-27.6	2839
-27.4	17480
-27.2	2132
-27.0	14011
-26.9	2381
-26.7	2567
-26.5	3116
-26.3	2452
-26.1	2467
-26.0	17799
-25.8	2903
-25.6	24368
-25.4	2278
-25.2	2626
-25.1	4552
-24.9	3492
-24.7	3072
-24.5	3937
-24.3	2293
-24.2	2842
-24.0	17640
-23.8	24538
-23.6	3689
-23.4	2947
-23.3	2704
-23.1	5256
-22.9	4067
-22.7	3227
-22.5	3873
-22.4	3393
-22.2	2948
-22.0	52154
-21.8	3879
-21.6	4640
-21.5	2894
-21.3	3741
-21.1	3988
-20.9	6310
-20.7	3744
-20.6	4504
-20.4	3473
-20.2	29173
-20.0	21533
-19.8	4702
-19.7	4762
-19.5	3945
-19.3	4369
-19.1	4365
-18.9	6429
-18.8	4515
-18.6	5128
-18.4	36281
-18.2	3889
-18.0	27699
-17.9	4745
-17.7	4308
-17.5	6140
-17.3	4569
-17.1	4748
-17.0	26330
-16.8	5011
-16.6	38110
-16.4	4435
-16.2	4828
-16.1	8195
-15.9	6077
-15.7	5109
-15.5	6562
-15.3	4613
-15.2	5399
-15.0	33471
-14.8	45639
-14.6	6485
-14.4	5232
-14.3	4660
-14.1	9773
-13.9	7247
-13.7	5325
-13.5	6785
-13.4	5500
-13.2	5630
-13.0	73185
-12.8	6889
-12.6	7495
-12.5	5219
-12.3	6361
-12.1	7577
-11.9	10796
-11.7	6972
-11.6	7941
-11.4	5903
-11.2	53852
-11.0	41071
-10.8	7969
-10.7	7391
-10.5	6719
-10.3	7423
-10.1	7961
-9.9	11355
-9.8	8445
-9.6	9120
-9.4	54113
-9.2	6532
-9.0	40024
-8.9	8197
-8.7	9263
-8.5	8361
-8.3	7361
-8.1	8557
-8.0	49261
-7.8	9152
-7.6	67586
-7.4	7952
-7.2	7739
-7.1	13771
-6.9	10517
-6.7	8947
-6.5	10245
-6.3	7567
-6.2	9831
-6.0	46400
-5.8	67821
-5.6	10190
-5.4	8613
-5.3	7854
-5.1	17088
-4.9	12091
-4.7	9415
-4.5	10758
-4.4	9564
-4.2	9047
-4.0	133159
-3.8	10945
-3.6	12019
-3.5	8935
-3.3	10014
-3.1	13393
-2.9	15922
-2.7	10973
-2.6	11629
-2.4	9348
-2.2	74662
-2.0	55331
-1.8	13179
-1.7	11722
-1.5	10653
-1.3	11443
-1.1	13326
-0.9	16762
-0.8	12942
-0.6	12256
-0.4	89424
-0.2	10144
0.1	13727
0.3	14473
0.5	12422
0.7	11847
0.9	13908
1.0	63604
1.2	14458
1.4	92023
1.6	11205
1.8	12344
1.9	22483
2.1	16567
2.3	13623
2.5	15375
2.7	11927
2.8	15242
3.0	75371
3.2	107206
3.4	14844
3.6	13071
3.7	12221
3.9	25411
4.1	19209
4.3	14445
4.5	15885
4.6	14018
4.8	13677
5.0	171111
5.2	18054
5.4	18805
5.5	13310
5.7	14990
5.9	19494
6.1	24276
6.3	17710
6.4	18099
6.6	14163
6.8	121094
7.0	92443
7.2	21140
7.3	17161
7.5	16043
7.7	16987
7.9	20057
8.1	25041
8.2	20718
8.4	18747
8.6	120806
8.8	15177
9.0	89850
9.1	21369
9.3	21131
9.5	19163
9.7	18443
9.9	20489
10.0	106035
10.2	23283
10.4	149500
10.6	17114
10.8	19121
10.9	32817
11.1	26287
11.3	24172
11.5	19332
11.7	17264
11.8	22896
12.0	97517
12.2	149151
12.4	21768
12.6	20357
12.7	18272
12.9	38775
13.1	30124
13.3	21772
13.5	23570
13.6	22572
13.8	22388
14.0	275972
14.2	25462
14.4	26758
14.5	19708
14.7	22871
14.9	27970
15.1	40184
15.3	28371
15.4	26604
15.6	19798
15.8	165417
16.0	113583
16.2	32843
16.3	25679
16.5	24298
16.7	25888
16.9	29198
17.1	40620
17.2	32570
17.4	26354
17.6	199536
17.8	23116
18.0	143270
18.1	34238
18.3	32815
18.5	28159
18.7	27122
18.9	29954
19.0	133300
19.2	34070
19.4	215844
19.6	25657
19.8	29384
19.9	59227
20.1	43554
20.3	38963
20.5	30347
20.7	26422
20.8	36066
21.0	156713
21.2	261192
21.4	34028
21.6	32109
21.7	29210
21.9	67719
22.1	50765
22.3	35380
22.5	37343
22.6	34477
22.8	30376
23.0	392957
23.2	46866
23.4	46219
23.5	33162
23.7	37841
23.9	47761
24.1	70937
24.3	47711
24.4	46662
24.6	32692
24.8	315444
25.0	203502
25.2	62708
25.3	45500
25.5	42669
25.7	43872
25.9	50381
26.1	76327
26.2	59674
26.4	45924
26.6	335019
26.8	40401
27.0	213367
27.1	62410
27.3	58888
27.5	50162
27.7	49659
27.9	51646
28.0	244716
28.2	61602
28.4	424721
28.6	45887
28.8	57641
28.9	108326
29.1	80453
29.3	69335
29.5	56946
29.7	48336
29.8	67391
30.0	250321
30.2	473500
30.4	68109
30.6	65774
30.7	55328
30.9	139724
31.1	96534
31.3	82298
31.5	59335
31.6	70847
31.8	60708
32.0	840533
32.2	63844
32.4	99156
32.5	69402
32.7	81905
32.9	98843
33.1	181454
33.3	66828
33.4	92783
33.6	62100
33.8	600759
34.0	388409
34.2	87506
34.3	93116
